k	［1］缸肛刚纲光冈锅	［3］岗广果裹	［5］杠过
kʰ	［1］康糠慷筐狂框匡科棵颗窠	［3］抗扛	［5］炕况矿框旷矿眶
ŋ	［1］肮昂		
x	［1］夯杭航行=荒慌皇黄	［3］晃恍谎幌	［5］巷-{~道}项-{一~~}晃行-{家：我~}
ts	［1］章彰樟庄装妆桩将-{黑~来}长-{~短}肠-	［3］长涨掌	［5］帐障葬丈壮状藏脏仗杖胀
tsʰ	［1］昌娼长=肠=常窗疮床=苍藏	［3］场氅闯敞	［5］唱昌畅创倡撞
s	［1］商墒桑丧双霜窗尝孀□{剪：把头发~得齐了些}床-{~床：板凳}	［3］晌嗓爽赏	［5］尚上绱裳
z	［1］瓤	［3］嚷壤	［5］让
#io			
ȵ	［1］娘	［3］仰	［5］酿
l	［1］良凉量粮梁		［5］谅晾亮辆量
tɕ	［1］江豇姜疆僵将=缰墙-{院～}	［3］讲奖浆蒋耩	［5］降酱匠将虹-{起~}
tɕʰ	［1］腔枪强墙=	［3］抢	［5］呛
ɕ	［1］香乡相镶降祥厢箱详祥襄翔	［3］享响想饷	［5］向巷=项=象相
∅	［1］央秧羊洋阳扬杨	［3］养氧痒	［5］样恙漾
#iɛ			
p	［1］边=编鞭	［3］扁匾贬蝙	［5］遍辨辫便变辩
pʰ	［1］偏篇	［3］擗	［5］片骗
m	［1］棉绵眠	［3］免勉冕缅娩腼	［5］面
t	［1］颠滇掂巅田-甜-填-{~空}	［3］典碘点	［5］电佃甸殿店奠垫淀踮惦
tʰ	［1］天添田=填=甜=	［3］舔恬腆	
ȵ	［1］年粘	［3］碾捻眼辇撵	［5］念砚
l	[1]连莲帘廉涟镰怜联	[3]脸	[5]链练炼殓恋=
tɕ	［1］肩奸间坚艰兼监煎尖菅前-{头～}钱-{挣～}	［3］拣简茧减俭检剪碱捡践柬谏	［5］件涧建健见鉴舰剑箭贱渐践溅键荐毽间腱
tɕʰ	［1］铅牵谦千仟签潜钳谦阡虔迁乾	［3］遣浅谴	［5］欠嵌歉芡倩堑纤
ɕ	［1］先仙鲜纤弦闲贤嫌咸=衔涎掀暹	［3］显险藓	［5］现宪限县献陷馅线羡
∅	［1］烟胭延沿岩腌盐炎阎言研颜严淹=筵檐焉嫣芫	［3］衍演掩魇	［5］燕咽宴堰焰厌艳雁谚验
#ie			
p	[1]棚-{~子}		[5]迸-{~裂}
pʰ		[3]苤	
m	[1]乜		
t	[1]爹=		
ȵ	[1]苶		
tɕ	[1]阶秸街皆羹-{剔~}茄-{~子}更-{黑~半夜}耕-{~地}	[3]姐解=	[5]介芥界戒借械届疥诫
tɕʰ	[1]揩	[3]且	
ɕ	[1]邪些鞋=斜谐	[3]写	[5]卸泻谢泄懈邂蟹杏-{~儿}
∅	[1]椰爷掖	[3]也冶野	[5]夜腋彦液
#yɛ			
tɕ	［1］捐	［3］卷□{骂：~人}	［5］倦绢眷倔卷圈
tɕʰ	［1］瘸圈全权泉拳醛痊荃颧	［3］犬	［5］劝券
ɕ	［1］靴宣旋悬轩玄萱喧煊暄铉眩	［3］选	［5］楦旋炫
∅	［1］冤渊元员袁援缘园圆源原媛垣辕沅	［3］远	［5］怨院愿
#æ			
p	［1］般搬班斑扳颁盘-	［3］板版阪	［5］半伴拌绊办瓣扮畔
pʰ	［1］潘攀盘=蟠		［5］判叛盼袢畔
m	［1］瞒馒蛮□{扔出去：~了可远嘞}	［3］满	［5］慢漫幔蔓曼
f	［1］番翻帆烦繁矾凡藩翻烦樊	［3］反返	［5］饭贩犯范泛梵
v	［1］弯湾剜豌丸完玩顽蜿	［3］宛碗皖晚挽婉惋软-	［5］腕万蔓
t	［1］丹单担耽痰-{吐～}弹-{~棉花}	［3］胆掸	［5］旦但弹蛋淡氮担惮
tʰ	［1］摊坛滩贪谈痰=潭谭覃坍瘫弹=檀	［3］坦袒毯	［5］叹炭碳探
n	［1］难男南楠	［3］暖	［5］难□{握：~着手里}
l	［1］兰拦栏蓝篮婪岚阑	［3］懒览揽榄缆	［5］烂滥
k	［1］干杆竿肝甘尴柑泔	［3］赶秆敢感杆擀	［5］干赣
kʰ	［1］看刊堪勘龛	［3］砍坎	［5］看瞰
ŋ	［1］安鞍庵淹-{~}	［3］揞俺	［5］按案岸暗黯
x	［1］酣寒韩含函咸-{~菜}鼾	［3］罕喊	［5］汗旱悍捍汉憾焊瀚翰撼
ts	［1］粘沾毡簪占詹瞻缠-{盘~}蚕-{~沙：雀斑}	［3］展盏斩攒	［5］占站战绽栈蘸赞暂
tsʰ	［1］搀禅蝉缠=餐残参蚕=孱潺谗掺	［3］产铲阐惨	［5］颤灿忏
s	［1］山删膻衫三叁舢姗馋杉珊姗扇煽苫	［3］闪陕散伞	［5］散善扇鳝蟮缮擅赡骟
z		［3］染然冉苒	
∅		［3］儿-{这~}	
#uæ			
t	［1］端团-{布～}	［3］短	［5］段缎锻断煅
tʰ	［1］团		
l	［1］滦鸾栾峦銮孪挛	［3］卵	［5］乱
k	［1］官棺观关冠倌鳏	［3］管馆莞	［5］灌罐贯惯冠观掼
kʰ	［1］宽	［3］款	
x	［1］欢獾还环桓寰	［3］缓	［5］换唤涣患幻焕痪浣宦
ts	［1］专砖钻	［3］转	［5］赚篆撰钻篆传转
tsʰ	［1］川穿船传椽汆	［3］喘	［5］串窜篡蹿
s	［1］拴栓酸闩		［5］涮算蒜
z		［3］软=	
#ɔo			
p	［1］包苞雹=刨-{～地}	［3］宝保饱葆	［5］报豹抱鲍暴爆豹刨曝
pʰ	［1］抛袍刨=胞剖	［3］跑	［5］炮泡
m	［1］猫毛矛茅锚髦	［3］卯铆	［5］冒帽贸貌茂袤
t	［1］刀叨桃-{~儿}萄	［3］倒岛捣导蹈道-{聊天：~讗}祷	［5］道=盗悼到倒
tʰ	［1］滔掏涛桃=淘陶韬	［3］讨	［3］套稻
n	［1］挠铙	［3］脑恼瑙	［5］闹
l	［1］捞劳痨牢唠崂	［3］老姥佬了-{吃~它}	［5］涝烙骆-{~驼}酪
k	［1］羔糕高膏	［3］稿搞镐	［5］告
kʰ		［3］考拷烤	［5］靠犒
x	［1］蒿薅豪毫壕和-{他~我}号	［3］好	［5］号耗浩皓昊好
ts	［1］招昭糟遭搔槽-曹-	［3］爪找沼澡早枣藻蚤	［5］照赵笊兆罩造皂灶燥肇噪躁
tsʰ	［1］抄超钞朝操糙潮嘲巢曹=漕槽=嘈	［3］吵炒草	
s	［1］稍梢捎烧骚臊韶	［3］少嫂扫	［5］哨绍邵□{洒雨点：雨~了一窗台}少扫
z	［1］饶	［3］扰绕	［5］绕
∅	［1］熬	［3］拗	［5］奥澳傲懊鏊
#iɔo			
p	［1］标膘彪	［3］表裱	［5］镖摽鳔
pʰ	［1］漂飘瓢剽	［3］瞟漂	［5］票漂
m	［1］苗描瞄	［3］秒渺藐	［5］庙妙
t	［1］刁叼貂碉雕凋条-{布条～}笤		［5］吊钓掉调铫
tʰ	［1］挑条=调	［3］挑	［5］跳粜
ȵ		［3］鸟咬	［5］尿
l	［1］撩僚潦辽燎疗寥聊獠缭	［3］了=燎瞭	［5］料撂瞭
tɕ	［1］交郊茭娇骄胶浇焦蕉椒教跤姣蛟荞-{~麦}	［3］狡绞饺缴侥搅矫铰	［5］较叫教窖轿噍校觉
tɕʰ	［1］敲跷悄乔侨荞=翘瞧桥劁	［3］巧雀-{鸟：~儿}	［5］窍峭俏翘鞘
ɕ	［1］宵消销硝箫肖霄萧嚣逍	［3］晓小	［5］效校孝哮笑啸酵
∅	［1］幺吆妖腰邀窑摇遥谣要	［3］舀	［5］要耀
#i			
p	[1]皮-	［3］彼比鄙俾妣饼-{柿～子}	［5］避蔽弊毙闭备币病-
pʰ	［1］坯皮=批披疲脾平-{商品落价：东西都~哩}啤琵砒	［3］脾痞	［5］屁
m	［1］迷=谜眉眯糜靡明-{精~}弥	［3］米	［5］迷-{发呆：~瞪}命-
t	[1]低疔-{耳~}蹄-{猪蹄~}提-钉-{~子}	[3]底抵顶-{~事}	[5]第地帝弟递蒂定-{~懂}
tʰ	[1]堤梯题提=啼蹄=	[3]体	[5]替涕剃嚏屉
n	［1］泥尼妮=倪霓	［3］你=拟	［5］腻匿泥
l	[1]犁离狸黎梨璃厘篱鹂哩凌-{冰：冬~}陵-{黄～:地名}	[3]李里礼理娌鲤领-{衣~子}	[5]例丽利隶厉励俪痢吏荔
tɕ	［1］基鸡饥几机肌讥机畸姬精-{~明}骑-{~车子}晴-睛-{眼～仁仁}	［3］挤几己=井-{~}	［5］济剂寄技妓纪记忌既季继镜-{映~儿}净-{干~}
tɕʰ	［1］妻凄奇其期棋麒齐脐祁旗栖欺祺歧鳍听-{~见}骑=青-{～菜}	［3］启起企岂	［5］契器弃气赐汽砌
ɕ	［1］西溪牺希稀西醯曦犀兮牺奚星-{~宿}腥-{猪~气}肥-{衣裳～}	［3］洗喜擤-{~鼻子}玺徙	［5］细系戏费-{～钱}
∅	［1］衣依伊医姨胰移遗宜疑仪怡夷蝇-{~子}营-{~生}	［3］以已倚椅尾蚁	［5］易异意义议毅亿谊诣亦艺忆薏翼逸奕抑役疫映-{照：~镜儿}
#ɿ			
ts	[1]姿资兹滋支知枝肢脂蒸-{~馍馍}芝资咨淄龇锱正-{~月}瓷-慈-迟-睁-{~眼}	[3]之芝止址紫姊子=纸旨籽姊只指趾芷	[5]致至计制痣自志智稚字置滞挚炙痔痣正-{~房}掷秩帜
tsʰ	[1]池=迟=驰雌瓷=磁慈=弛持痴眵	[3]此齿耻	[5]次刺翅伺斥敕
s	[1]思斯撕私司丝饲辞词祠施狮匙矢绳-{~~}时诗师厮声-{作~}盛-{~饭}池-生-{营~}甥-{外~子}	[3]尸屎史使始驶死	[5]是世势誓示视士事试市恃四似祀寺剩-{~饭}逝氏侍嗜肆嗣柿
#u			
p	[1]葡-{~萄}脯-{~子}	［3］补捕堡哺	［5］布步怖部簿
pʰ	［1］蒲铺菩	［3］谱普浦	［5］铺瀑
m	［1］模谋眸	［3］母亩某姆拇牡	［5］暮慕墓募幕牧
f	［1］扶符夫肤敷孵浮俘麸芙孚苻蜉谁-	［3］府甫俯斧腐否缶辅抚腑脯斧釜滏水-	［5］付埠傅父附富赴妇副讣赋驸负睡-
v	［1］乌呜诬吾梧吴无污巫钨芜蜈毋如-	［3］五伍午侮武舞庑怃妩捂	［5］坞悟误务雾晤鹜
t	［1］都	［3］赌堵肚	［5］肚杜度渡镀妒
tʰ	［1］徒途涂图屠	［3］土吐	［5］兔
k	［1］姑孤沽菇辜箍咕蛄	［3］古鼓股汩钴蛊鹄	［5］故固顾雇梏崮
kʰ	［1］枯骷	［3］苦	［5］库裤
x	［1］胡呼湖狐壶糊乎葫蝴猢瑚滹弧狐	［3］虎唬琥	［5］护互户沪糊扈
ts	［1］朱蛛珠猪诸租株诛厨-{～房}	［3］主煮炬组阻祖	［5］住注柱驻助著铸箸蛀伫
tsʰ	［1］初除厨=锄雏粗吹-	［3］楚础储褚处杵	［5］处醋
s	［1］舒疏蔬梳输殊书锄-{～地}苏酥	［3］暑署曙鼠数=薯黍	［5］树竖漱恕数素庶塑绪诉塑
z	［1］如=孺儒蠕擩茹	［3］乳汝	
#y			
n		[3]女	
l	［1］驴	[3］旅吕缕屡侣铝垒-{～起来}	[5]泪-累-{~人}
tɕ	[1]居锯拘具-{家~}驹锔据车	[3]举嘴-	[5]巨拒距句具=惧犋据剧聚拒距俱锯醉-
tɕʰ	[1]区驱躯蛆趋橱岖蛐衢	[3]娶取	[5]去=趣觑
ɕ	[1]虚须需徐枢抒墟嘘兄-{~弟}荽遂-随-	[3]许诩髓-{骨~}	[5]序叙婿絮岁-{～数}穗-{麦～～}
∅	[1]于盂余於俞榆鱼愚渔淤馀虞迂愉	[3]羽予与屿雨语宇禹	［5］预豫喻愈寓遇誉玉御与
#ɛ			
p	［1］背边-{连~走连~说}白-｛~糖｝牌-{~~}	［3］摆□{洗：~布子}伯-{叔：~~}	［5］败拜稗辈背
pʰ	［1］排牌=徘		［5］派
m	［1］埋媒煤	［3］买	［5］卖迈妹
v	［1］歪	［3］崴	［5］外
t	［1］呆	［3］歹逮	［5］代袋贷待怠带戴逮殆大
tʰ	［1］胎苔台抬态-{不好的样子：~子}		［5］太汰泰态=
n	［1］挨崖	［3］乃奶	［5］奈耐内
l	［1］来=雷		［5］赖癞濑
k	［1］该根-{一~}	［3］改解-{~锥}	［5］盖溉概钙丐
kʰ	［1］开	［3］凯慨楷恺	
ŋ	［1］哀埃	［3］矮蔼霭	［5］艾爱碍
x	［1］咳孩鞋-{~}	［3］海	［5］害亥□{玩耍：这娃子可~嘞}
ts	［1］斋灾栽	［3］宰载	［5］债寨在再载
tsʰ	［1］猜才材裁钗差财	［3］采彩踩睬	［5］菜蔡
s	［1］柴筛腮鳃□{从振动的物上摔下来：从车上~下来哩}		［5］晒赛
∅	［1］哎唉儿-{猫~}而	[3]耳尔饵	[5]贰二
#uɛ			
tʰ	［1］推	［3］腿	
k	［1］乖□{磨刀：在瓮沿上~~刀}	［3］拐	［5］怪
kʰ			［5］会刽快筷块
x	［1］怀槐淮徊灰恢回		［5］坏
ts			［5］拽
tsʰ	［1］揣	［3］揣=	
s	［1］衰摔	［3］甩揣-{摸~}	［5］帅率蟀
#ei			
p	［1］卑碑杯悲赔-{~钱}		［5］贝倍臂被狈焙惫悖卜-{萝~}
pʰ	［1］呸胚培陪坯赔	［3］丕裴	［5］配佩沛
m	［1］枚玫梅霉莓酶	［3］美镁每	［5］昧寐魅
f	［1］飞非菲妃肥=	［3］匪诽菲翡斐	［5］肺费=痱废吠沸狒
v	［1］威危微围违惟唯维为潍帷薇巍桅	［3］伟苇纬委诿伪玮炜韦萎猬猥	［5］畏为喂胃谓慰卫位魏未味□{远指：~儿}渭遗
n		［3］馁	
l	［1］擂	［3］累儡垒=磊	［5］类泪累=
k		［3］给	
ts		［3］贼	［5］□{近指：~儿}
#uei			
t	［1］堆		［5］对兑队
tʰ	［1］颓		［5］退蜕褪煺
k	［1］闺归规龟瑰圭硅	［3］诡鬼轨	［5］桂贵柜
kʰ	［1］亏盔窥葵魁奎揆睽	［3］傀	［5］跪愧溃馈
x	［1］挥辉徽茴晖恢麾诙徽	［3］毁悔	［5］汇绘慧惠贿秽晦会荟卉烩讳喙
ts	［1］追锥	［3］嘴=	［5］缀坠赘罪最醉=
tsʰ	［1］吹-炊垂槌锤崔催摧捶		［5］悴翠粹脆萃淬
s	［1］谁=虽随=绥遂=隋	［3］水=髓=	［5］税睡=瑞岁=碎穗=隧祟遂
z		［3］蕊	［5］锐睿
#əɯ			
p	［1］波播玻婆-{～姨}	［3］簸	［5］薄簸
pʰ	［1］坡颇婆=	［3］笸	［5］破
m	［1］漠摩磨蘑魔膜馍摹	［3］抹	［5］磨抹
v	［1］窝倭		［5］卧
t	［1］兜多驮-{~煤}头-驼-{骆~}	［3］斗陡抖	［5］豆痘逗斗窦驮大-{~}
tʰ	［1］驮=偷投头=拖驼=		［5］透
n	［1］挪奴	［3］努	［5］怒
l	［1］楼耧卢泸芦炉轳罗螺骡锣箩娄搂萝逻庐	［3］鲁撸卤虏篓裸搂橹	［5］路露戮陋漏赂摞
k	［1］哥歌勾钩沟佝	［3］苟狗	［5］构购够垢诟个=
kʰ	［1］抠苛柯珂轲	［3］口可=	［5］扣寇叩蔻
x	［1］河喉猴侯何荷	［3］吼荷-{拿：~着甚嘞}	［5］候后厚贺逅荷=
ts	［1］遮洲州周舟轴-{~}邹蔗粥-{~}稠-	［3］肘者走	［5］昼宙咒骤皱奏揍宙胄绉
tsʰ	［1］车抽绸稠=筹仇□{扶：把他~起来}酬踌畴	［3］丑扯	［5］凑臭醋-{~}坼
s	［1］奢赊蛇收搜艘愁馊佘	［3］守手首所舍数-{~他高嘞}擞叟	［5］射社舍受授瘦兽寿售嗽漱绶赦麝
z	［1］揉柔糅蹂	［3］惹	［5］肉-{~}
∅	［1］蛾鹅俄讹欧呕殴鸥讴怄阿峨	［3］我=偶藕□{焦：~糊味}呕	［5］饿沤怄颚
#iəɯ			
t	［1］丢		
ȵ	［1］牛	［3］扭纽忸	
l	［1］流溜刘榴硫留馏瘤榴	［3］柳绺	［5］六-{~}馏遛溜
tɕ	［1］纠赳究揪厩鸠蹴球-	［3］久玖九韭酒灸	［5］舅旧救就臼疚柩
tɕʰ	［1］求球=丘秋邱裘囚酋		
ɕ	［1］休修羞	［3］朽	［5］秀锈绣袖嗅宿
∅	［1］忧优悠幽由油邮游尤犹莜	［3］友有酉莠	［5］又右幼釉诱佑柚祐
#ə̃			
p	［1］奔锛崩绷盆-	［3］本绷	［5］笨蹦泵奔迸=
pʰ	［1］喷烹朋盆={~地}彭篷蓬蜂-{~儿}棚=膨澎鹏抨怦	［3］捧粉-{面~}	［5］碰
m	［1］门蒙盟萌焖	［3］猛懵蒙	［5］闷孟梦
f	［1］分吩纷芬坟焚峰蜂=锋风疯封丰冯逢缝逢枫锋汾	［3］粉=讽	［5］份奋愤粪奉凤俸顺舜瞬
v	［1］温瘟文纹蚊闻翁	［3］稳吻紊□{远指：~个做}刎	［5］瓮问闰润
t	［1］登灯疼-	［3］等戥	［5］邓澄瞪凳
tʰ	［1］疼=滕腾誊		
n	［1］能农浓脓	［3］□{中指：~个做}	［5］嫩
l	［1］棱	［3］冷	［5］愣
k	［1］根跟更=耕庚羹	［3］梗耿梗鲠哽埂	［5］更亘
kʰ	［1］坑吭铿	［3］肯垦恳	
ŋ	［1］恩		
x	［1］痕哼恒衡横亨	［3］很狠	［5］恨
ts	［1］贞侦真甄针斟砧珍正=征争挣睁=蒸=曾增憎臻帧榛箴筝尘-	［3］疹诊整□{近指：~个做}缜拯	［5］振震阵镇政症郑证赠正=赈枕朕
tsʰ	［1］辰晨陈臣尘=忱称撑成城呈承乘橙曾丞层盛=惩沉澄参诚程瞠怎	［3］逞骋碜	［5］趁衬称秤蹭
s	［1］申伸呻身深参神升生=牲笙甥=绳=僧声=森绅	［3］沈审婶省	［5］慎肾渗甚胜剩=盛圣瘆
z	［1］人任仁壬	［3］仍忍	［5］认刃韧
∅	［1］嗯		
#iə̃			
p	［1］宾滨缤斌彬冰兵	［3］丙柄饼=禀秉炳	［5］并病=殡鬓
pʰ	［1］乒平=评萍苹屏瓶凭拼贫频坪贫	［3］品	［5］聘牝
m	［1］民明=名铭酩鸣冥溟茗	［3］敏抿悯闵皿泯闽	［5］命=
t	［1］丁钉=叮订疔=盯	［3］顶=鼎	［5］定=锭订
tʰ	［1］听=厅庭亭停汀廷婷霆蜓	［3］挺艇	
ȵ	［1］宁泞咛拧		［5］硬
l	［1］邻磷麟鳞林淋琳临伶零龄菱凌=陵=灵霖拎玲聆绫铃羚	［3］凛领=岭廪	［5］令另赁吝蔺躏淋
tɕ	［1］京鲸惊经茎荆精=睛=菁晶巾今筋金襟津斤矜泾兢痉旌	［3］井=景颈警仅谨紧锦尽瑾馑憬	［5］竟境镜=敬径竞净=静近劲禁尽进晋浸烬妗觐噤靖
tɕʰ	［1］轻氢倾青=清蜻卿擎倚晴=钦亲侵勤芹琴禽擒秦情	［3］顷请寝倾	［5］庆亲磬
ɕ	［1］兴星=腥=猩行形刑邢型欣辛锌新薪心寻忻芯鑫馨歆惺型讯-{问~}	［3］醒省擤=	［5］幸俸信兴姓性衅迅讯=汛杏=囟
∅	［1］英应鹰婴樱缨鹦迎盈营=萤蝇=赢因姻殷音阴寅淫吟茵荫寅垠鹰膺莹荧莺萦瀛	［3］影尹引隐瘾饮颖	［5］映=应印饮荫窨用-{不~哩}
#uə̃			
t	［1］冬东敦墩蹲吨同-铜-	［3］盹董懂	［5］洞冻栋动钝囤盾炖遁顿
tʰ	［1］通同=桐铜=童潼瞳屯臀佟彤僮囤豚	［3］筒桶捅统	［5］痛
l	［1］隆龙笼聋珑	［3］垄陇拢	［5］弄
k	［1］工功公蚣弓躬恭宫攻恭龚	［3］拱=巩=汞滚辊	［5］棍共贡供
kʰ	［1］空昆坤	［3］孔恐捆啃	［5］困控空
x	［1］烘轰红虹=宏洪鸿昏婚荤魂浑弘烘哄	［3］哄	［5］混哄
ts	［1］遵尊中衷忠盅终钟宗棕踪鬃综樽谆虫-{~儿}	［3］种肿总准冢	［5］仲重种众纵粽
tsʰ	［1］春椿唇纯村存冲充重崇囱匆葱聪从丛醇淳莼忡憧舂虫=	［3］蠢宠	［5］冲寸
s	［1］孙松嵩淞	［3］损隼怂耸悚竦	［5］宋送讼
z	［1］绒戎	［3］冗	
#yə̃			
l	［1］沦轮抡仑伦论		［5］论
tɕ	［1］均君军钧穷-	［3］窘迥冏炯菌炅拱-{~倒}巩-	［5］俊峻竣骏郡
tɕʰ	［1］穷=琼群裙穹		
ɕ	［1］兄=匈熊凶雄勋熏旬巡驯胸询旬循熏荀汹	［3］笋	［5］训殉逊颂诵
∅	［1］庸佣拥晕云容溶荣融蓉榕耘匀芸雍	［3］永泳咏涌勇蛹踊允陨俑	［5］用=运韵熨酝蕴
#aʔ			
p	［7］八捌拨剥驳卜=钵膊□｛～拉：碍手碍脚｝	［8］博搏拔跋泊渤薄=舶勃脖雹-{~子}帛箔魃茇浡	
pʰ	［7］泼朴扑仆迫讣		
m	［7］摸膜抹末沫茉莫漠寞摩	［8］陌貊没殁	
f	［7］发法砝	［8］罚乏伐筏垡阀	
v	［7］袜挖沃握渥幄		
t	［7］答搭褡耷妲瘩嗒怛靼笪达哒	［8］铎□{遗传：他~了他父亲哩}	
tʰ	［7］塔獭踏塌榻蹋溻沓闼挞庹拓		
n	［7］纳钠捺衲		
l	［7］腊邋蜡辣镴剌垃拉□｛磨碎粮食：～食食｝	［8］喇蝲	
k	［7］割鸽格阁革各骼嘎搁膈蛤	［8］隔=葛	
kʰ	［7］磕咯咳壳渴刻克客=瞌		
ŋ	［7］额轭厄萼鄂愕噩		
x	［7］郝瞎-{~说}喝褐貉鹤贺赫吓｛～恐｝	［8］合盒曷阖劾核阂匣	
ts	［7］扎眨摘窄螫折哲责仄蜇作酌札匝咂喳蚱舴则择蛰辙箦谪褶摺	［8］闸砸杂宅凿泽昨着炸择浙蔗铡	
tsʰ	［7］插侧-｛～面面｝册厕-策彻绰察擦撤-徹徹掣测恻扯		
s	［7］杀煞摄涉设虱索-｛～～：手链｝硕刹色撒萨飒卅塞啬设涉射瑟煮涩	［8］舌芍	
z	［7］热若		
∅	[7]恶呃扼遏额		
#iaʔ			
pʰ	［7］□{~猪：鬃猪}		
tɕ	［7］夹荚甲胛脚挟裌戛颊钾		
tɕʰ	［7］掐恰	［8］洽	
ɕ	［7］瞎=辖	［8］狭峡匣狎侠辖	
∅	［7］押压轧		
#uaʔ			
t	［7］掇□｛端东西：待～｝	［8］夺	
tʰ	［7］脱侻捝托拓柝		
l	［7］乐骆=落洛络		
k	［7］刮鸹聒		
kʰ	［7］阔括廓扩		
x	［7］豁获或镬	［8］活划获滑猾	
ts	［7］拙桌卓涿捉啄濯擢撮浊拙琢酌作灼焯	［8］镯茁	
tsʰ	［7］戳辍撞｛闯祸：～拐｝戳		
s	［7］说朔率刷缩硕索=｛～性｝		
z	［7］挼弱		
#əʔ			
p	［7］不卜		
pʰ	［7］□{乱跑：~出的}扑噗仆瀑朴璞樸濮曝		
m	［7］木沐目穆睦苜们幕牧	［8］没	
f	［7］弗袱福幅说叔属熟辐复腹蝮馥妇赴附覆敷匐拂	［8］服伏茯缚蝠佛袱	
v	［7］屋兀□{远指：~个}□{舒服：～捉}物勿杌物勿		
tʰ	［7］特讬托忒慝	［8］趿	
t	［7］的		
k	［7］胳圪疙格咯嗝蝌	［8］去-{~学校}	
kʰ	［7］可-{~好嘞}克刻坷		
x	［7］黑郝□{～里：里边}	［8］核劾	
ts	［7］汁织只职执□{近指：~个}指｛～头｝质絷炙植殖置脊这子｛后缀｝摘窄侧-｛～楞：侧着身子睡觉｝	［8］侄直秩翟蒺值侄掷蛰踯	
tsʰ	［7］叱敕赤=斥吃尺拆饬		
s	［7］湿虱失饰式适释涩赤-{裸：~着身子}施轼拭饰	［8］十什拾实食石室蚀识式	
z	［7］日		
#iəʔ			
p	［7］北逼笔碧辟壁璧必毕百佰憋鳖伯泊掰	［8］鼻弼白蹩别	
pʰ	［7］劈霹匹癖僻拍迫撇魄谝		
m	［7］秘泌密蜜秘默墨觅-麦脉灭蔑		
t	［7］得德的嫡跌滴咥	［8］笛迪敌狄荻涤迭牒蝶谍喋	
tʰ	［7］剔惕踢贴帖铁		
ȵ	［7］匿溺逆你-{~们；你的：~行}捏聂镊蹑孽涅鸭妮-{女儿或女孩：~子}		
l	［7］立栗粒笠力历沥勒猎列裂烈劣略掠		
tɕ	［7］激击急级吉脊戟稷迹积接揭隔-{~壁}羯节洁觉劫己-{自~}	［8］集辑疾籍寂捷杰竭截	
tɕʰ	［7］泣迄乞戚七漆膝雀=切妾怯却客-{~人}		
ɕ	［7］吸息媳蟋悉惜析淅媳锡夕蝎歇楔胁泄讗	［8］习袭席协黠	
∅	［7］邑溢逸益疫役乙壹一译乐叶业页□{夹：~进书里}		
#uəʔ			
v	［7］入-｛～伏，～殓｝褥-		
t	［7］督笃𡰪掇□{用棍子捅}	［8］独毒牍犊渎读椟涂｛糊～｝	
tʰ	［7］突秃凸		
l	［7］禄碌鹿漉陆录绿六=｛五黄～月｝麓辘逯		
k	［7］谷郭骨个-{一~}汩国帼掴轱核｛～～：果核｝□{～驴儿：山羊}		
kʰ	［7］窟哭酷枯		
x	［7］忽惚囫喉｛～咙器｝糊｛～涂｝葫藿霍	［8］惑	
ts	［7］竹粥=触-	［8］逐筑族烛轴=着足=	
tsʰ	［7］簇促出□{调制：~浆糊}触=缩｛圪～｝		
